"CONTA_SUPERIOR","CLASSE_CONTABIL","BK_CONTA11","BK_CONTA10","BK_CONTA9","BK_CONTA8","BK_CONTA7","BK_CONTA6","BK_CONTA5","BK_CONTA4","BK_CONTA3","BK_CONTA2","BK_CONTA1","CT1_DESC01_11","CT1_DESC01_10","CT1_DESC01_9","CT1_DESC01_8","CT1_DESC01_7","CT1_DESC01_6","CT1_DESC01_5","CT1_DESC01_4","CT1_DESC01_3","CT1_DESC01_2","CT1_DESC01_1","CT1_CONTA_11","CT1_CONTA_10","CT1_CONTA_9","CT1_CONTA_8","CT1_CONTA_7","CT1_CONTA_6","CT1_CONTA_5","CT1_CONTA_4","CT1_CONTA_3","CT1_CONTA_2","CT1_CONTA_1","BK_AK5_CODIGO5"
"210192              ","2","P |01|CT1200||21019201","P |01|CT1200||21019201","P |01|CT1200||21019201","P |01|CT1200||21019201","P |01|CT1200||21019201","P |01|CT1200||21019201","P |01|CT1200||210192","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","ELETROTRAFO PRODUTOS ELETRONICOS        ","ELETROTRAFO PRODUTOS ELETRONICOS        ","ELETROTRAFO PRODUTOS ELETRONICOS        ","ELETROTRAFO PRODUTOS ELETRONICOS        ","ELETROTRAFO PRODUTOS ELETRONICOS        ","ELETROTRAFO PRODUTOS ELETRONICOS        ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21019201            ","21019201            ","21019201            ","21019201            ","21019201            ","21019201            ","210192              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"210192              ","2","P |01|CT1200||21019202","P |01|CT1200||21019202","P |01|CT1200||21019202","P |01|CT1200||21019202","P |01|CT1200||21019202","P |01|CT1200||21019202","P |01|CT1200||210192","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","L.C. OLIVEIRA ANDRADE (AGTEC)           ","L.C. OLIVEIRA ANDRADE (AGTEC)           ","L.C. OLIVEIRA ANDRADE (AGTEC)           ","L.C. OLIVEIRA ANDRADE (AGTEC)           ","L.C. OLIVEIRA ANDRADE (AGTEC)           ","L.C. OLIVEIRA ANDRADE (AGTEC)           ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21019202            ","21019202            ","21019202            ","21019202            ","21019202            ","21019202            ","210192              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"210192              ","2","P |01|CT1200||21019203","P |01|CT1200||21019203","P |01|CT1200||21019203","P |01|CT1200||21019203","P |01|CT1200||21019203","P |01|CT1200||21019203","P |01|CT1200||210192","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","AGNOALDO LIMA                           ","AGNOALDO LIMA                           ","AGNOALDO LIMA                           ","AGNOALDO LIMA                           ","AGNOALDO LIMA                           ","AGNOALDO LIMA                           ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21019203            ","21019203            ","21019203            ","21019203            ","21019203            ","21019203            ","210192              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"2102                ","1","P |01|CT1200||21021","P |01|CT1200||21021","P |01|CT1200||21021","P |01|CT1200||21021","P |01|CT1200||21021","P |01|CT1200||21021","P |01|CT1200||21021","P |01|CT1200||21021","P |01|CT1200||2102","P |01|CT1200||21","P |01|CT1200||2","OUTROS VALORES A PAGAR                  ","OUTROS VALORES A PAGAR                  ","OUTROS VALORES A PAGAR                  ","OUTROS VALORES A PAGAR                  ","OUTROS VALORES A PAGAR                  ","OUTROS VALORES A PAGAR                  ","OUTROS VALORES A PAGAR                  ","OUTROS VALORES A PAGAR                  ","OUTROS                                  ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21021               ","21021               ","21021               ","21021               ","21021               ","21021               ","21021               ","21021               ","2102                ","21                  ","2                   ","P |01|AK5200||"
"2102                ","1","P |01|CT1200||21022","P |01|CT1200||21022","P |01|CT1200||21022","P |01|CT1200||21022","P |01|CT1200||21022","P |01|CT1200||21022","P |01|CT1200||21022","P |01|CT1200||21022","P |01|CT1200||2102","P |01|CT1200||21","P |01|CT1200||2","EMPRESTIMOS                             ","EMPRESTIMOS                             ","EMPRESTIMOS                             ","EMPRESTIMOS                             ","EMPRESTIMOS                             ","EMPRESTIMOS                             ","EMPRESTIMOS                             ","EMPRESTIMOS                             ","OUTROS                                  ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21022               ","21022               ","21022               ","21022               ","21022               ","21022               ","21022               ","21022               ","2102                ","21                  ","2                   ","P |01|AK5200||"
"2102                ","1","P |01|CT1200||21023","P |01|CT1200||21023","P |01|CT1200||21023","P |01|CT1200||21023","P |01|CT1200||21023","P |01|CT1200||21023","P |01|CT1200||21023","P |01|CT1200||21023","P |01|CT1200||2102","P |01|CT1200||21","P |01|CT1200||2","LUCROS E DIVIDENDOS A PAGAR             ","LUCROS E DIVIDENDOS A PAGAR             ","LUCROS E DIVIDENDOS A PAGAR             ","LUCROS E DIVIDENDOS A PAGAR             ","LUCROS E DIVIDENDOS A PAGAR             ","LUCROS E DIVIDENDOS A PAGAR             ","LUCROS E DIVIDENDOS A PAGAR             ","LUCROS E DIVIDENDOS A PAGAR             ","OUTROS                                  ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21023               ","21023               ","21023               ","21023               ","21023               ","21023               ","21023               ","21023               ","2102                ","21                  ","2                   ","P |01|AK5200||"
"21021               ","2","P |01|CT1200||21021001","P |01|CT1200||21021001","P |01|CT1200||21021001","P |01|CT1200||21021001","P |01|CT1200||21021001","P |01|CT1200||21021001","P |01|CT1200||21021001","P |01|CT1200||21021","P |01|CT1200||2102","P |01|CT1200||21","P |01|CT1200||2","COMPRA  DE CARTEIRAS DE CLIENTES        ","COMPRA  DE CARTEIRAS DE CLIENTES        ","COMPRA  DE CARTEIRAS DE CLIENTES        ","COMPRA  DE CARTEIRAS DE CLIENTES        ","COMPRA  DE CARTEIRAS DE CLIENTES        ","COMPRA  DE CARTEIRAS DE CLIENTES        ","COMPRA  DE CARTEIRAS DE CLIENTES        ","OUTROS VALORES A PAGAR                  ","OUTROS                                  ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21021001            ","21021001            ","21021001            ","21021001            ","21021001            ","21021001            ","21021001            ","21021               ","2102                ","21                  ","2                   ","P |01|AK5200||"
"21021               ","2","P |01|CT1200||21021003","P |01|CT1200||21021003","P |01|CT1200||21021003","P |01|CT1200||21021003","P |01|CT1200||21021003","P |01|CT1200||21021003","P |01|CT1200||21021003","P |01|CT1200||21021","P |01|CT1200||2102","P |01|CT1200||21","P |01|CT1200||2","FINANCIAMENTO TOTVS - MUTUO SJRP        ","FINANCIAMENTO TOTVS - MUTUO SJRP        ","FINANCIAMENTO TOTVS - MUTUO SJRP        ","FINANCIAMENTO TOTVS - MUTUO SJRP        ","FINANCIAMENTO TOTVS - MUTUO SJRP        ","FINANCIAMENTO TOTVS - MUTUO SJRP        ","FINANCIAMENTO TOTVS - MUTUO SJRP        ","OUTROS VALORES A PAGAR                  ","OUTROS                                  ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21021003            ","21021003            ","21021003            ","21021003            ","21021003            ","21021003            ","21021003            ","21021               ","2102                ","21                  ","2                   ","P |01|AK5200||"
"21021               ","2","P |01|CT1200||21021004","P |01|CT1200||21021004","P |01|CT1200||21021004","P |01|CT1200||21021004","P |01|CT1200||21021004","P |01|CT1200||21021004","P |01|CT1200||21021004","P |01|CT1200||21021","P |01|CT1200||2102","P |01|CT1200||21","P |01|CT1200||2","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","OUTROS VALORES A PAGAR                  ","OUTROS                                  ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21021004            ","21021004            ","21021004            ","21021004            ","21021004            ","21021004            ","21021004            ","21021               ","2102                ","21                  ","2                   ","P |01|AK5200||"
"21022               ","2","P |01|CT1200||21022001","P |01|CT1200||21022001","P |01|CT1200||21022001","P |01|CT1200||21022001","P |01|CT1200||21022001","P |01|CT1200||21022001","P |01|CT1200||21022001","P |01|CT1200||21022","P |01|CT1200||2102","P |01|CT1200||21","P |01|CT1200||2","MUTUO WAYUP SERVICOS X WAYUP SJRP       ","MUTUO WAYUP SERVICOS X WAYUP SJRP       ","MUTUO WAYUP SERVICOS X WAYUP SJRP       ","MUTUO WAYUP SERVICOS X WAYUP SJRP       ","MUTUO WAYUP SERVICOS X WAYUP SJRP       ","MUTUO WAYUP SERVICOS X WAYUP SJRP       ","MUTUO WAYUP SERVICOS X WAYUP SJRP       ","EMPRESTIMOS                             ","OUTROS                                  ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21022001            ","21022001            ","21022001            ","21022001            ","21022001            ","21022001            ","21022001            ","21022               ","2102                ","21                  ","2                   ","P |01|AK5200||"
"21023               ","2","P |01|CT1200||21023001","P |01|CT1200||21023001","P |01|CT1200||21023001","P |01|CT1200||21023001","P |01|CT1200||21023001","P |01|CT1200||21023001","P |01|CT1200||21023001","P |01|CT1200||21023","P |01|CT1200||2102","P |01|CT1200||21","P |01|CT1200||2","TOP PARTICIPACOES S/A- LUCROS A PAGAR   ","TOP PARTICIPACOES S/A- LUCROS A PAGAR   ","TOP PARTICIPACOES S/A- LUCROS A PAGAR   ","TOP PARTICIPACOES S/A- LUCROS A PAGAR   ","TOP PARTICIPACOES S/A- LUCROS A PAGAR   ","TOP PARTICIPACOES S/A- LUCROS A PAGAR   ","TOP PARTICIPACOES S/A- LUCROS A PAGAR   ","LUCROS E DIVIDENDOS A PAGAR             ","OUTROS                                  ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21023001            ","21023001            ","21023001            ","21023001            ","21023001            ","21023001            ","21023001            ","21023               ","2102                ","21                  ","2                   ","P |01|AK5200||"
"2103                ","1","P |01|CT1200||21032","P |01|CT1200||21032","P |01|CT1200||21032","P |01|CT1200||21032","P |01|CT1200||21032","P |01|CT1200||21032","P |01|CT1200||21032","P |01|CT1200||21032","P |01|CT1200||2103","P |01|CT1200||21","P |01|CT1200||2","PROVISAO ENCARGOS                       ","PROVISAO ENCARGOS                       ","PROVISAO ENCARGOS                       ","PROVISAO ENCARGOS                       ","PROVISAO ENCARGOS                       ","PROVISAO ENCARGOS                       ","PROVISAO ENCARGOS                       ","PROVISAO ENCARGOS                       ","PROVISOES                               ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21032               ","21032               ","21032               ","21032               ","21032               ","21032               ","21032               ","21032               ","2103                ","21                  ","2                   ","P |01|AK5200||"
"2103                ","1","P |01|CT1200||21033","P |01|CT1200||21033","P |01|CT1200||21033","P |01|CT1200||21033","P |01|CT1200||21033","P |01|CT1200||21033","P |01|CT1200||21033","P |01|CT1200||21033","P |01|CT1200||2103","P |01|CT1200||21","P |01|CT1200||2","PROVISOES PARA GARANTIAS                ","PROVISOES PARA GARANTIAS                ","PROVISOES PARA GARANTIAS                ","PROVISOES PARA GARANTIAS                ","PROVISOES PARA GARANTIAS                ","PROVISOES PARA GARANTIAS                ","PROVISOES PARA GARANTIAS                ","PROVISOES PARA GARANTIAS                ","PROVISOES                               ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21033               ","21033               ","21033               ","21033               ","21033               ","21033               ","21033               ","21033               ","2103                ","21                  ","2                   ","P |01|AK5200||"
"2103                ","1","P |01|CT1200||21034","P |01|CT1200||21034","P |01|CT1200||21034","P |01|CT1200||21034","P |01|CT1200||21034","P |01|CT1200||21034","P |01|CT1200||21034","P |01|CT1200||21034","P |01|CT1200||2103","P |01|CT1200||21","P |01|CT1200||2","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES                               ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21034               ","21034               ","21034               ","21034               ","21034               ","21034               ","21034               ","21034               ","2103                ","21                  ","2                   ","P |01|AK5200||"
"2103                ","1","P |01|CT1200||21035","P |01|CT1200||21035","P |01|CT1200||21035","P |01|CT1200||21035","P |01|CT1200||21035","P |01|CT1200||21035","P |01|CT1200||21035","P |01|CT1200||21035","P |01|CT1200||2103","P |01|CT1200||21","P |01|CT1200||2","PROVISOES OUTRAS                        ","PROVISOES OUTRAS                        ","PROVISOES OUTRAS                        ","PROVISOES OUTRAS                        ","PROVISOES OUTRAS                        ","PROVISOES OUTRAS                        ","PROVISOES OUTRAS                        ","PROVISOES OUTRAS                        ","PROVISOES                               ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21035               ","21035               ","21035               ","21035               ","21035               ","21035               ","21035               ","21035               ","2103                ","21                  ","2                   ","P |01|AK5200||"
